CommentsCount,Description,FavoritesCount,Id,Place,PublicationDate,Rating,SiteUrl,Title
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Необычная схема метро.</p> ,0,40,,2012-10-29,0.5,https://kudago.com/spb/news/shema-metro-spb/,Схема метро Санкт-Петербурга.
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Необычная схема метро.</p> ,0,40,,2012-10-29,0.5,https://kudago.com/spb/news/shema-metro-spb/,Схема метро Санкт-Петербурга.
0,<p>Мы уже стали забывать, что в Северной столице есть свои призраки, что наш город овеян жуткими легендами. Хэллоуин - самое время освежить воспоминания! Портал KudaGo подготовил для самых смелых увлекательную подборку - пять жутких и таинственных мест Санкт-Петербурга.</p> ,0,43,,2012-10-29,0.5,https://kudago.com/spb/news/place-halloween-spb/,Специально для Хэллоуина! Проклятые места Санкт-Петербурга
0,<p>Атмосфера города на Неве, переданная кистью художницы.</p> ,0,61,,2012-10-29,0.5,https://kudago.com/spb/news/katarina-kiseleva/,Картины Катарины Киселевой
0,<p>Невероятный шанс вернуться в Средиземье совсем скоро получат поклонники Толкина. В прокат выходит долгожданный фильм Питера Джексона <strong>«Хоббит: неожиданное путешествие»</strong>.</p> ,0,35,,2012-10-29,0.5,https://kudago.com/all/news/premiera-hobbit/,Премьера фильма «Хоббит: нежданное путешествие»
0,<p>Победитель получит 100 тысяч рублей!</p> ,0,16,,2012-10-29,0.5,https://kudago.com/spb/news/luchshee-graffiti/,Власти Петербурга объявляют конкурс на лучшее граффити
0,<p><img src="http://kudago.com/media/images/news/tri-chasa-nochi.jpg" alt="Сегодня в 3 часа ночи сосед позвонил в дверь — У меня от страха чуть дрель из рук не выпала!" title="Сегодня в 3 часа ночи сосед позвонил в дверь — У меня от страха чуть дрель из рук не выпала!"></p> ,0,64,,2012-10-29,0.5,https://kudago.com/all/news/tri-chasa-nochi/,Три часа ночи
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Необычная схема метро.</p> ,0,40,,2012-10-29,0.5,https://kudago.com/spb/news/shema-metro-spb/,Схема метро Санкт-Петербурга.
0,<p>Мы уже стали забывать, что в Северной столице есть свои призраки, что наш город овеян жуткими легендами. Хэллоуин - самое время освежить воспоминания! Портал KudaGo подготовил для самых смелых увлекательную подборку - пять жутких и таинственных мест Санкт-Петербурга.</p> ,0,43,,2012-10-29,0.5,https://kudago.com/spb/news/place-halloween-spb/,Специально для Хэллоуина! Проклятые места Санкт-Петербурга
0,<p>Атмосфера города на Неве, переданная кистью художницы.</p> ,0,61,,2012-10-29,0.5,https://kudago.com/spb/news/katarina-kiseleva/,Картины Катарины Киселевой
0,<p>Невероятный шанс вернуться в Средиземье совсем скоро получат поклонники Толкина. В прокат выходит долгожданный фильм Питера Джексона <strong>«Хоббит: неожиданное путешествие»</strong>.</p> ,0,35,,2012-10-29,0.5,https://kudago.com/all/news/premiera-hobbit/,Премьера фильма «Хоббит: нежданное путешествие»
0,<p>Победитель получит 100 тысяч рублей!</p> ,0,16,,2012-10-29,0.5,https://kudago.com/spb/news/luchshee-graffiti/,Власти Петербурга объявляют конкурс на лучшее граффити
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Необычная схема метро.</p> ,0,40,,2012-10-29,0.5,https://kudago.com/spb/news/shema-metro-spb/,Схема метро Санкт-Петербурга.
0,<p>Мы уже стали забывать, что в Северной столице есть свои призраки, что наш город овеян жуткими легендами. Хэллоуин - самое время освежить воспоминания! Портал KudaGo подготовил для самых смелых увлекательную подборку - пять жутких и таинственных мест Санкт-Петербурга.</p> ,0,43,,2012-10-29,0.5,https://kudago.com/spb/news/place-halloween-spb/,Специально для Хэллоуина! Проклятые места Санкт-Петербурга
0,<p>Атмосфера города на Неве, переданная кистью художницы.</p> ,0,61,,2012-10-29,0.5,https://kudago.com/spb/news/katarina-kiseleva/,Картины Катарины Киселевой
0,<p>Невероятный шанс вернуться в Средиземье совсем скоро получат поклонники Толкина. В прокат выходит долгожданный фильм Питера Джексона <strong>«Хоббит: неожиданное путешествие»</strong>.</p> ,0,35,,2012-10-29,0.5,https://kudago.com/all/news/premiera-hobbit/,Премьера фильма «Хоббит: нежданное путешествие»
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Необычная схема метро.</p> ,0,40,,2012-10-29,0.5,https://kudago.com/spb/news/shema-metro-spb/,Схема метро Санкт-Петербурга.
0,<p>Мы уже стали забывать, что в Северной столице есть свои призраки, что наш город овеян жуткими легендами. Хэллоуин - самое время освежить воспоминания! Портал KudaGo подготовил для самых смелых увлекательную подборку - пять жутких и таинственных мест Санкт-Петербурга.</p> ,0,43,,2012-10-29,0.5,https://kudago.com/spb/news/place-halloween-spb/,Специально для Хэллоуина! Проклятые места Санкт-Петербурга
0,<p>Атмосфера города на Неве, переданная кистью художницы.</p> ,0,61,,2012-10-29,0.5,https://kudago.com/spb/news/katarina-kiseleva/,Картины Катарины Киселевой
0,<p>Если вам надоели клубы с громкой музыкой и вы не знаете, куда пойти в любимом Санкт-Петербурге ночью, чтобы просто посидеть и поговорить, то портал KudaGo поможет вам открыть для себя новые и необычные места!</p> ,0,15,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-noch/,Уютные ночные заведения Санкт-Петербурга
0,<p>В Санкт-Петербурге появился новый памятник «Петербургский ангел».</p> ,1,4,Place(id=696),2012-10-29,0.7310585786300049,https://kudago.com/spb/news/peterburgskij-angel/,Петербургский ангел
0,<p>В Эрмитаже появился «длинный день».</p> ,0,1,Place(id=1),2012-10-29,0.5,https://kudago.com/spb/news/ermitazh-do-21/,Теперь Эрмитаж до 21:00 
0,<p>Любите активный отдых зимой? Не можете жить без спуска по крутым склонам на лыжах или сноуборде? Или вы всю жизнь мечтали наконец впервые взять в руки лыжные палки? Портал KudaGo расскажет, где находятся лучшие горнолыжные спуски Северной столицы! Другие <a href="https://kudago.com/spb/countryside/?type=recreation-centers"><u>базы отдыха в Ленобласти</u></a>, их цены и адреса ищите на KudaGo. </p>,0,51,,2012-10-29,0.5,https://kudago.com/spb/news/top-5-sklonov-spb/,Топ-5 горнолыжных склонов Петербурга
0,<p>Необычная схема метро.</p> ,0,40,,2012-10-29,0.5,https://kudago.com/spb/news/shema-metro-spb/,Схема метро Санкт-Петербурга.
0,<p>Мы уже стали забывать, что в Северной столице есть свои призраки, что наш город овеян жуткими легендами. Хэллоуин - самое время освежить воспоминания! Портал KudaGo подготовил для самых смелых увлекательную подборку - пять жутких и таинственных мест Санкт-Петербурга.</p> ,0,43,,2012-10-29,0.5,https://kudago.com/spb/news/place-halloween-spb/,Специально для Хэллоуина! Проклятые места Санкт-Петербурга
